zip_merge,total_pop,white,black,asian,latino
ZCTA5 60436,19565,8690,4733,163,5394
ZCTA5 60437,248,244,0,0,4
ZCTA5 60438,28865,16433,8332,205,3599
ZCTA5 60439,22362,19840,60,381,1789
ZCTA5 60440,54044,21330,11331,4103,15472
ZCTA5 60441,34563,28414,2460,464,2683
ZCTA5 60442,9280,8811,8,161,245
ZCTA5 60443,20083,4545,14893,135,352
ZCTA5 60444,1687,1638,0,0,20
ZCTA5 60445,25910,17976,1958,251,5105
ZCTA5 60446,38778,18901,3790,2171,12803
ZCTA5 60447,13024,10937,277,145,1464
ZCTA5 60448,24029,21961,151,285,1226
ZCTA5 60449,8904,7390,850,0,609
ZCTA5 60450,20611,18301,186,152,1774
ZCTA5 60451,34383,31575,93,364,2194
ZCTA5 60452,27953,22064,932,623,3880
ZCTA5 60453,56348,44289,1879,498,8904
ZCTA5 60455,16180,11920,334,915,2676
ZCTA5 60456,4337,3555,0,0,769
ZCTA5 60457,14002,11261,251,461,1731
ZCTA5 60458,13930,9058,2736,51,1984
ZCTA5 60459,28757,20117,159,831,7497
ZCTA5 60460,1617,1554,0,6,13
ZCTA5 60461,4615,1400,2921,191,13
ZCTA5 60462,38282,32596,560,1846,2986
ZCTA5 60463,14437,13249,278,357,463
ZCTA5 60464,9823,8959,29,520,265
ZCTA5 60465,17431,14856,778,686,1073
ZCTA5 60466,22670,7157,13270,399,1243
ZCTA5 60467,25896,22992,277,1068,1381
ZCTA5 60468,6456,6426,6,0,19
ZCTA5 60469,5872,1569,1468,0,2815
ZCTA5 60470,516,496,0,0,6
ZCTA5 60471,13683,1957,10335,352,758
ZCTA5 60472,5251,189,5031,0,31
ZCTA5 60473,22174,4085,17121,164,641
ZCTA5 60474,708,692,1,0,15
ZCTA5 60475,9732,5790,1551,184,1701
ZCTA5 60476,2572,1978,268,9,252
ZCTA5 60477,37857,30044,1515,1178,4246
ZCTA5 60478,16624,1784,14166,67,495
ZCTA5 60479,964,915,0,0,49
ZCTA5 60480,5003,4531,73,108,291
ZCTA5 60481,12384,11603,128,15,410
ZCTA5 60482,10899,9442,198,114,1094
ZCTA5 60484,6788,404,5914,0,201
ZCTA5 60487,25672,22015,678,1260,1427
ZCTA5 60490,19179,9286,3015,3235,3229
ZCTA5 60491,23055,20950,372,312,1265
ZCTA5 60501,11577,2454,874,411,7715
ZCTA5 60502,22369,14770,1514,3605,1852
ZCTA5 60503,15831,9699,1497,2441,1903
ZCTA5 60504,37209,19237,3844,4437,8648
ZCTA5 60505,68027,11383,4999,341,50138
ZCTA5 60506,58917,27809,6484,927,21916
ZCTA5 60510,28619,25069,1031,440,1711
ZCTA5 60511,1713,1527,0,0,118
ZCTA5 60512,995,846,0,0,149
ZCTA5 60513,18799,14791,352,334,3145
ZCTA5 60514,10264,8399,271,771,755
ZCTA5 60515,27973,25363,299,1227,885
ZCTA5 60516,28674,24176,1061,1664,1530
ZCTA5 60517,31995,20056,3105,3633,4542
ZCTA5 60518,3592,3387,0,9,168
ZCTA5 60519,108,108,0,0,0
ZCTA5 60520,2927,2782,10,6,122
ZCTA5 60521,17649,14792,92,1132,1406
ZCTA5 60523,9541,6728,224,2049,344
ZCTA5 60525,31182,25289,930,419,4241
ZCTA5 60526,13543,11111,834,194,1336
ZCTA5 60527,27440,19601,2642,3087,1700
ZCTA5 60530,818,792,0,0,19
ZCTA5 60531,1691,1648,2,4,34
ZCTA5 60532,26662,20614,1138,2519,1410
ZCTA5 60534,10599,5068,507,350,4565
ZCTA5 60536,95,95,0,0,0
ZCTA5 60537,854,848,0,0,6
ZCTA5 60538,26130,15398,1515,1007,7451
ZCTA5 60539,87,0,43,0,44
ZCTA5 60540,42050,31909,1266,5704,1856
ZCTA5 60541,2908,2682,4,4,174
ZCTA5 60542,16237,12215,892,942,1777
ZCTA5 60543,34419,26454,1807,944,4213
ZCTA5 60544,25410,18200,1718,1485,3633
ZCTA5 60545,12757,8552,401,29,3509
ZCTA5 60546,15736,11244,471,379,3230
ZCTA5 60548,13054,11939,3,42,941
ZCTA5 60549,380,380,0,0,0
ZCTA5 60550,1380,1329,0,0,14
ZCTA5 60551,4792,4082,463,6,173
ZCTA5 60552,4104,3611,51,0,368
ZCTA5 60553,837,822,0,0,4
ZCTA5 60554,11653,9774,222,651,843
ZCTA5 60555,13243,9849,533,540,1995
ZCTA5 60556,2018,1819,54,11,80
ZCTA5 60557,0,0,0,0,0
ZCTA5 60558,12747,12081,20,84,494
ZCTA5 60559,24662,16071,2107,3590,2305
ZCTA5 60560,22105,19569,675,275,1326
ZCTA5 60561,23435,18555,895,2555,1075
ZCTA5 60563,36634,24517,2438,5329,3633
ZCTA5 60564,40793,30048,1545,6347,2112
ZCTA5 60565,40414,30807,1318,5894,1788
ZCTA5 60585,21219,16140,988,1946,1824
ZCTA5 60586,46229,31810,2989,1370,9182
ZCTA5 60601,8275,5639,603,1436,490
ZCTA5 60602,1151,723,17,225,171
ZCTA5 60603,480,311,21,138,10
ZCTA5 60604,393,326,0,41,16
ZCTA5 60605,20522,11514,4518,2979,1002
ZCTA5 60606,2123,1696,44,143,178
ZCTA5 60607,22964,12766,4237,3820,1561
ZCTA5 60608,81757,12984,13137,6926,47679
ZCTA5 60609,62671,10683,18099,2216,30896
ZCTA5 60610,37309,25159,7102,2517,2002
ZCTA5 60611,28071,21590,1012,3598,1283
ZCTA5 60612,34569,7046,20759,1781,4412
ZCTA5 60613,49370,37368,3094,3201,4932
ZCTA5 60614,66352,55062,2584,3744,3944
ZCTA5 60615,41392,10011,25185,2779,2335
ZCTA5 60616,48774,11711,12813,18286,4720
ZCTA5 60617,88799,6632,47503,251,33751
ZCTA5 60618,94286,42283,2189,4740,42816
ZCTA5 60619,67701,405,65885,103,428
ZCTA5 60620,77452,444,75570,105,732
ZCTA5 60621,35837,355,35020,16,200
ZCTA5 60622,52896,30688,4183,1558,15445
ZCTA5 60623,85764,2208,28440,113,54682
ZCTA5 60624,39470,742,37682,50,804
ZCTA5 60625,79784,32089,3452,11164,31117
ZCTA5 60626,51029,21186,12282,3519,11951
ZCTA5 60628,76929,1275,72476,105,2481
ZCTA5 60629,112376,11300,28071,715,71728
ZCTA5 60630,55571,35157,512,5107,13534
ZCTA5 60631,29554,24948,243,656,3558
ZCTA5 60632,88723,10529,1456,3414,73090
ZCTA5 60633,13925,4297,3507,80,5968
ZCTA5 60634,74795,44710,1044,3213,25027
ZCTA5 60636,41973,592,39897,43,870
ZCTA5 60637,47636,7404,37028,1737,861
ZCTA5 60638,55810,31099,2239,706,21416
ZCTA5 60639,90858,7378,15366,645,66559
ZCTA5 60640,64952,34148,11734,8377,8455
ZCTA5 60641,70874,27440,1926,2977,37300
ZCTA5 60642,18661,10380,2556,1061,4107
ZCTA5 60643,49641,12294,35388,199,1211
ZCTA5 60644,47127,1526,43753,181,1555
ZCTA5 60645,45511,20467,7327,7178,9229
ZCTA5 60646,27829,20949,443,2884,3088
ZCTA5 60647,86345,32106,6008,2533,44313
ZCTA5 60649,44884,711,42256,91,709
ZCTA5 60651,64182,1889,41306,191,19915
ZCTA5 60652,42883,7019,21510,156,13886
ZCTA5 60653,30641,1202,28164,336,686
ZCTA5 60654,14059,10189,578,1708,1044
ZCTA5 60655,28049,24429,1810,102,1579
ZCTA5 60656,26219,21310,166,1823,2668
ZCTA5 60657,68809,56072,1844,4491,5144
ZCTA5 60659,39586,15171,3398,10674,9247
ZCTA5 60660,41840,20089,6884,5895,7391
ZCTA5 60661,6648,4258,510,1314,318
ZCTA5 60706,22958,19512,84,1208,1943
ZCTA5 60707,42164,24778,2872,1151,12522
ZCTA5 60712,12483,8018,263,3218,763
ZCTA5 60714,29718,20398,407,5586,2881
ZCTA5 60803,22583,14821,2915,602,3965
ZCTA5 60804,83822,8009,3022,305,72169
ZCTA5 60805,19832,13295,3978,224,2190
ZCTA5 60827,27974,1174,25209,62,990
ZCTA5 60901,37363,20366,11021,92,5155
ZCTA5 60910,487,388,4,0,95
ZCTA5 60911,1457,1422,10,0,12
ZCTA5 60912,790,623,130,2,28
ZCTA5 60913,1334,1316,0,0,6
ZCTA5 60914,28217,22025,2973,915,1684
ZCTA5 60915,10753,10133,98,21,436
ZCTA5 60917,676,665,0,0,0
ZCTA5 60918,782,726,0,0,52
ZCTA5 60919,483,478,0,0,0
ZCTA5 60920,157,156,0,0,0
ZCTA5 60921,1637,1575,0,4,49
ZCTA5 60922,2476,2309,97,7,22
ZCTA5 60924,1856,1784,10,0,55
ZCTA5 60926,62,62,0,0,0
ZCTA5 60927,2450,2426,0,2,0
ZCTA5 60928,686,661,0,17,8
ZCTA5 60929,624,608,0,0,10
ZCTA5 60930,827,759,0,9,56
ZCTA5 60931,625,578,5,0,42
ZCTA5 60932,20,20,0,0,0
ZCTA5 60933,318,299,0,0,19
ZCTA5 60934,292,292,0,0,0
ZCTA5 60935,1035,997,0,0,32
ZCTA5 60936,4098,3881,0,34,49
ZCTA5 60938,2202,1775,3,24,364
ZCTA5 60940,3523,3408,4,3,108
ZCTA5 60941,2211,2160,0,11,31
ZCTA5 60942,6164,5215,5,0,934
ZCTA5 60945,157,140,0,0,0
ZCTA5 60946,434,412,0,0,19
ZCTA5 60948,1556,1490,2,0,41
ZCTA5 60949,625,614,0,0,0
ZCTA5 60950,11890,10774,365,41,621
ZCTA5 60951,885,854,0,9,22
ZCTA5 60952,713,671,10,0,32
ZCTA5 60953,2769,2577,18,6,112
ZCTA5 60954,6287,4908,166,13,1130
ZCTA5 60955,1663,1169,30,0,454
ZCTA5 60957,5641,5388,62,0,164
ZCTA5 60958,2090,189,1784,0,7
ZCTA5 60959,947,921,0,0,20
ZCTA5 60960,1081,1048,17,0,9
ZCTA5 60961,937,933,0,0,4
ZCTA5 60962,695,691,0,0,4
ZCTA5 60963,1654,1643,0,2,3
ZCTA5 60964,5064,4131,437,10,365
ZCTA5 60966,1308,1204,15,12,52
ZCTA5 60968,343,303,0,0,36
ZCTA5 60969,76,76,0,0,0
ZCTA5 60970,7343,6992,50,41,238
ZCTA5 60973,517,494,0,0,20
ZCTA5 60974,220,220,0,0,0
ZCTA5 61001,1247,1221,0,12,6
ZCTA5 61006,1907,1826,6,0,51
ZCTA5 61007,492,470,0,0,0
ZCTA5 61008,33919,23178,892,389,9065
ZCTA5 61010,8255,7941,56,37,157
ZCTA5 61011,2391,2076,44,56,209
ZCTA5 61012,2108,1755,36,8,266
ZCTA5 61013,544,541,0,3,0
ZCTA5 61014,1238,1158,0,2,36
ZCTA5 61015,735,732,0,0,3
ZCTA5 61016,5331,4735,140,59,397
ZCTA5 61018,1215,1180,0,17,5
ZCTA5 61019,3152,3002,0,3,92
ZCTA5 61020,3205,2788,0,0,390
ZCTA5 61021,23541,20015,1588,216,1294
ZCTA5 61024,2754,2538,28,13,29
ZCTA5 61025,4574,4459,3,28,50
ZCTA5 61027,0,0,0,0,0
ZCTA5 61028,2022,2014,0,0,8
ZCTA5 61030,2388,2299,0,3,58
ZCTA5 61031,1779,1679,5,0,16
ZCTA5 61032,31800,25438,4053,323,1053
ZCTA5 61036,6817,6166,92,35,433
ZCTA5 61037,192,192,0,0,0
ZCTA5 61038,1412,1066,0,0,346
ZCTA5 61039,979,923,0,48,6
ZCTA5 61041,1420,1379,8,0,33
ZCTA5 61042,482,480,0,0,1
ZCTA5 61043,85,75,0,0,10
ZCTA5 61044,114,103,0,0,0
ZCTA5 61046,2772,2655,15,5,33
ZCTA5 61047,1717,1681,0,0,8
ZCTA5 61048,4275,4224,0,0,0
ZCTA5 61049,586,576,0,3,7
ZCTA5 61050,346,346,0,0,0
ZCTA5 61051,1526,1429,0,12,41
ZCTA5 61052,1126,1119,0,1,6
ZCTA5 61053,3098,2999,10,5,47
ZCTA5 61054,3970,3577,9,15,301
ZCTA5 61057,114,110,4,0,0
ZCTA5 61059,77,77,0,0,0
ZCTA5 61060,1526,1505,0,0,13
ZCTA5 61061,6831,6519,116,94,32
ZCTA5 61062,2169,2081,0,0,78
ZCTA5 61063,3772,3658,0,0,28
ZCTA5 61064,3887,3758,25,0,95
ZCTA5 61065,11266,9785,279,166,870
ZCTA5 61067,875,763,0,0,112
ZCTA5 61068,15246,11190,213,95,3458
ZCTA5 61070,1080,1055,23,0,2
ZCTA5 61071,14332,12445,89,40,1648
ZCTA5 61072,11592,11022,132,225,208
ZCTA5 61073,19523,18263,287,470,384
ZCTA5 61074,4344,4214,2,11,106
ZCTA5 61075,1094,1071,0,2,17
ZCTA5 61077,72,72,0,0,0
ZCTA5 61078,1562,1473,0,2,87
ZCTA5 61079,126,126,0,0,0
ZCTA5 61080,10767,8938,268,96,1308
ZCTA5 61081,21758,16552,402,132,4346
ZCTA5 61084,2827,2722,0,24,71
ZCTA5 61085,3379,3290,14,14,22
ZCTA5 61087,1694,1673,4,0,2
ZCTA5 61088,6539,6175,100,0,161
ZCTA5 61089,725,719,0,0,5
ZCTA5 61091,19,19,0,0,0
ZCTA5 61101,22848,10081,9246,47,3076
ZCTA5 61102,20098,7367,6931,66,5128
ZCTA5 61103,25189,15732,5495,116,3058
ZCTA5 61104,17346,9649,2973,362,3393
ZCTA5 61107,31344,24167,1736,1612,3234
ZCTA5 61108,29190,21953,2325,819,3575
ZCTA5 61109,28141,19480,3469,912,3952
ZCTA5 61111,23413,19847,1049,660,1506
ZCTA5 61112,72,72,0,0,0
ZCTA5 61114,15558,12365,1218,791,918
ZCTA5 61115,23056,21053,350,395,1052
ZCTA5 61201,39117,27338,6572,341,3637
ZCTA5 61230,1303,1216,10,29,44
ZCTA5 61231,5469,5280,52,11,99
ZCTA5 61232,1251,1202,12,2,22
ZCTA5 61234,1386,1288,31,13,48
ZCTA5 61235,1431,1406,0,0,2
ZCTA5 61236,179,157,0,14,8
ZCTA5 61238,3350,3093,94,11,92
ZCTA5 61239,1223,855,177,0,134
ZCTA5 61240,6259,5988,115,0,126
ZCTA5 61241,6730,5991,109,0,430
ZCTA5 61242,1201,1175,1,21,4
ZCTA5 61243,303,303,0,0,0
ZCTA5 61244,24153,15905,3030,582,4156
ZCTA5 61250,2518,2331,35,17,50
ZCTA5 61251,357,349,0,8,0
ZCTA5 61252,5446,5243,78,40,13
ZCTA5 61254,11279,10973,19,22,96
ZCTA5 61256,2141,1758,201,7,128
ZCTA5 61257,936,823,0,0,41
ZCTA5 61258,285,261,0,0,0
ZCTA5 61259,806,797,9,0,0
ZCTA5 61260,956,948,0,0,8
ZCTA5 61261,1087,1029,0,0,54
ZCTA5 61262,1383,1330,0,6,47
ZCTA5 61263,525,492,0,0,23
ZCTA5 61264,10517,9638,313,40,324
ZCTA5 61265,45044,33417,2278,1292,7297
ZCTA5 61270,7353,7004,138,0,97
ZCTA5 61272,1592,1570,0,12,7
ZCTA5 61273,3416,3341,8,23,36
ZCTA5 61274,433,433,0,0,0
ZCTA5 61275,4573,4421,8,20,89
ZCTA5 61276,90,90,0,0,0
ZCTA5 61277,3167,3123,4,22,18
ZCTA5 61278,282,254,2,4,10
ZCTA5 61279,1163,1130,1,0,26
ZCTA5 61281,2478,2363,17,1,67
ZCTA5 61282,7634,6324,192,238,683
ZCTA5 61283,1576,1519,0,6,51
ZCTA5 61284,2325,2292,25,0,0
ZCTA5 61285,1661,1464,108,20,61
ZCTA5 61301,10916,9335,44,37,1180
ZCTA5 61310,4198,3980,0,3,209
ZCTA5 61311,63,57,0,0,6
ZCTA5 61312,525,509,0,4,12
ZCTA5 61313,233,233,0,0,0
ZCTA5 61314,932,896,0,0,18
ZCTA5 61315,281,232,0,0,49
ZCTA5 61316,196,172,0,0,14
ZCTA5 61317,358,337,0,0,12
ZCTA5 61318,608,591,0,0,16
ZCTA5 61319,1097,1056,0,0,1
ZCTA5 61320,744,712,16,8,8
ZCTA5 61321,465,439,0,0,1
ZCTA5 61322,1734,638,4,0,1092
ZCTA5 61323,68,68,0,0,0
ZCTA5 61324,66,26,0,0,40
ZCTA5 61325,954,901,0,6,47
ZCTA5 61326,2340,2181,45,0,114
ZCTA5 61327,1188,1084,20,11,73
ZCTA5 61328,11,11,0,0,0
ZCTA5 61329,1449,1324,13,14,73
ZCTA5 61330,1508,1442,6,0,36
ZCTA5 61331,0,0,0,0,0
ZCTA5 61332,66,66,0,0,0
ZCTA5 61333,317,304,0,2,10
ZCTA5 61334,623,566,5,0,49
ZCTA5 61335,552,525,0,0,8
ZCTA5 61336,804,794,3,0,4
ZCTA5 61337,574,530,17,2,19
ZCTA5 61338,345,327,0,0,3
ZCTA5 61340,392,348,0,4,32
ZCTA5 61341,8213,7769,0,58,308
ZCTA5 61342,8931,7003,28,13,1825
ZCTA5 61344,468,453,1,0,5
ZCTA5 61345,861,803,1,5,51
ZCTA5 61346,67,65,0,0,0
ZCTA5 61348,4661,4134,354,37,70
ZCTA5 61349,979,963,0,0,12
ZCTA5 61350,24454,21377,646,174,1669
ZCTA5 61353,1321,1300,11,0,8
ZCTA5 61354,10892,9757,165,176,722
ZCTA5 61356,11108,10330,126,48,437
ZCTA5 61358,538,538,0,0,0
ZCTA5 61359,282,258,0,3,21
ZCTA5 61360,3629,3226,1,0,272
ZCTA5 61361,1606,1603,0,0,3
ZCTA5 61362,5669,4842,38,44,704
ZCTA5 61363,214,199,0,2,2
ZCTA5 61364,20779,18594,138,63,1766
ZCTA5 61367,972,881,0,0,91
ZCTA5 61368,1390,1329,0,29,20
ZCTA5 61369,1787,1622,13,0,152
ZCTA5 61370,1388,1304,1,0,83
ZCTA5 61372,89,61,0,0,28
ZCTA5 61373,2084,1884,0,17,156
ZCTA5 61374,86,83,0,0,0
ZCTA5 61375,990,977,1,3,0
ZCTA5 61376,2068,1990,0,53,15
ZCTA5 61377,1509,1410,0,17,54
ZCTA5 61378,467,456,0,0,11
ZCTA5 61379,1401,1334,0,27,35
ZCTA5 61401,34970,27850,3889,356,2383
ZCTA5 61410,3949,3636,106,0,0
ZCTA5 61411,315,315,0,0,0
ZCTA5 61412,1693,1647,3,0,25
ZCTA5 61413,766,754,0,0,3
ZCTA5 61414,736,711,0,2,23
ZCTA5 61415,1605,1532,0,26,34
ZCTA5 61416,231,216,0,0,15
ZCTA5 61417,138,131,0,7,0
ZCTA5 61418,611,607,0,0,0
ZCTA5 61419,91,91,0,0,0
ZCTA5 61420,1085,1080,0,0,5
ZCTA5 61421,1478,1397,6,7,41
ZCTA5 61422,3326,3115,45,0,35
ZCTA5 61423,747,747,0,0,0
ZCTA5 61424,140,140,0,0,0
ZCTA5 61425,307,307,0,0,0
ZCTA5 61426,112,112,0,0,0
ZCTA5 61427,2427,2334,45,6,33
ZCTA5 61428,851,844,0,0,0
ZCTA5 61430,753,728,25,0,0
ZCTA5 61431,305,255,0,0,2
ZCTA5 61432,537,535,0,0,0
ZCTA5 61433,99,99,0,0,0
ZCTA5 61434,3366,3274,12,29,48
ZCTA5 61435,160,160,0,0,0
ZCTA5 61436,909,909,0,0,0
ZCTA5 61437,962,853,0,56,11
ZCTA5 61438,933,886,3,0,27
ZCTA5 61439,411,368,0,3,11
ZCTA5 61440,670,644,2,0,12
ZCTA5 61441,1045,1042,0,0,2
ZCTA5 61442,651,638,0,0,1
ZCTA5 61443,14072,11567,509,32,1526
ZCTA5 61447,960,948,5,0,2
ZCTA5 61448,3926,3857,0,0,14
ZCTA5 61449,660,649,0,0,11
ZCTA5 61450,1763,1722,5,10,26
ZCTA5 61451,543,537,0,0,0
ZCTA5 61452,400,397,0,0,3
ZCTA5 61453,658,638,2,9,6
ZCTA5 61454,573,549,0,0,14
ZCTA5 61455,22102,18945,1409,694,725
ZCTA5 61458,808,808,0,0,0
ZCTA5 61459,460,408,0,0,36
ZCTA5 61460,260,255,0,0,0
ZCTA5 61462,11422,9535,270,60,1326
ZCTA5 61465,1121,1093,0,4,13
ZCTA5 61466,289,287,0,0,0
ZCTA5 61467,1115,1104,0,0,11
ZCTA5 61468,242,242,0,0,0
ZCTA5 61469,2337,2123,15,22,50
ZCTA5 61470,654,638,8,6,0
ZCTA5 61471,147,147,0,0,0
ZCTA5 61472,657,644,0,0,13
ZCTA5 61473,1433,1381,8,17,20
ZCTA5 61474,158,152,0,0,0
ZCTA5 61475,363,355,0,0,8
ZCTA5 61476,536,531,1,0,2
ZCTA5 61477,684,676,0,0,0
ZCTA5 61478,226,226,0,0,0
ZCTA5 61479,121,121,0,0,0
ZCTA5 61480,1664,1573,13,0,6
ZCTA5 61482,676,662,3,0,11
ZCTA5 61483,1891,1847,7,10,11
ZCTA5 61484,1113,984,32,0,10
ZCTA5 61485,480,480,0,0,0
ZCTA5 61486,1670,1614,0,19,27
ZCTA5 61488,1214,1158,0,0,38
ZCTA5 61489,854,829,6,0,1
ZCTA5 61490,1286,1253,5,5,19
ZCTA5 61491,2147,2103,0,19,14
ZCTA5 61501,1936,1905,0,10,12
ZCTA5 61516,637,636,0,0,0
ZCTA5 61517,3021,2881,34,51,38
ZCTA5 61519,268,257,6,0,0
ZCTA5 61520,17716,15800,1093,102,499
ZCTA5 61523,11278,10561,28,74,575
ZCTA5 61524,205,189,0,4,7
ZCTA5 61525,8589,7074,42,1138,171
ZCTA5 61526,1112,1019,41,52,0
ZCTA5 61528,2248,2091,1,92,40
ZCTA5 61529,2995,2868,2,7,92
ZCTA5 61530,6614,6394,103,5,66
ZCTA5 61531,3384,3233,19,4,107
ZCTA5 61532,591,576,0,0,15
ZCTA5 61533,2261,2160,0,0,60
ZCTA5 61534,1659,1610,0,0,3
ZCTA5 61535,1719,1668,0,12,39
ZCTA5 61536,2825,2664,62,17,64
ZCTA5 61537,3154,3041,14,27,39
ZCTA5 61539,211,197,0,0,6
ZCTA5 61540,2851,2809,5,0,21
ZCTA5 61541,105,105,0,0,0
ZCTA5 61542,3962,3818,20,0,82
ZCTA5 61543,89,89,0,0,0
ZCTA5 61544,738,715,0,0,11
ZCTA5 61545,662,659,0,0,0
ZCTA5 61546,4973,4790,0,8,39
ZCTA5 61547,3795,3762,0,7,12
ZCTA5 61548,11888,11375,87,71,169
ZCTA5 61550,17510,16912,74,112,216
ZCTA5 61552,140,140,0,0,0
ZCTA5 61553,219,217,0,0,0
ZCTA5 61554,43529,41142,838,81,948
ZCTA5 61559,3342,3193,16,6,113
ZCTA5 61560,555,553,1,0,0
ZCTA5 61561,2887,2814,1,2,26
ZCTA5 61562,154,154,0,0,0
ZCTA5 61563,436,428,0,8,0
ZCTA5 61564,1088,1059,0,4,11
ZCTA5 61565,1547,1500,12,0,20
ZCTA5 61567,363,359,0,0,4
ZCTA5 61568,4569,4388,12,0,54
ZCTA5 61569,949,914,0,0,29
ZCTA5 61570,1794,1666,4,35,66
ZCTA5 61571,23375,22340,102,149,280
ZCTA5 61572,1318,1282,0,0,3
ZCTA5 61602,1098,659,326,16,32
ZCTA5 61603,16821,8137,6439,146,1399
ZCTA5 61604,31189,20272,7641,522,1439
ZCTA5 61605,15266,4372,9797,22,678
ZCTA5 61606,9463,6401,1773,378,490
ZCTA5 61607,11057,10331,395,69,113
ZCTA5 61610,5320,4859,42,129,253
ZCTA5 61611,24972,23605,59,368,469
ZCTA5 61614,28407,22764,3205,1189,652
ZCTA5 61615,22702,17222,2501,1697,682
ZCTA5 61616,6112,5492,319,21,127
ZCTA5 61625,364,275,19,17,26
ZCTA5 61701,37065,27730,4470,1458,2381
ZCTA5 61704,34343,26382,2131,3746,1461
ZCTA5 61705,11600,9872,1086,94,320
ZCTA5 61720,219,215,3,0,0
ZCTA5 61721,757,739,0,0,14
ZCTA5 61722,663,640,0,9,3
ZCTA5 61723,1755,1690,8,6,24
ZCTA5 61724,463,463,0,0,0
ZCTA5 61725,1433,1424,0,2,4
ZCTA5 61726,2441,2279,4,10,117
ZCTA5 61727,10207,9562,183,4,318
ZCTA5 61728,1569,1558,2,0,9
ZCTA5 61729,948,939,0,1,4
ZCTA5 61730,419,419,0,0,0
ZCTA5 61731,249,249,0,0,0
ZCTA5 61732,1898,1743,0,9,103
ZCTA5 61733,913,881,3,2,12
ZCTA5 61734,2788,2758,0,0,14
ZCTA5 61735,499,496,0,0,0
ZCTA5 61736,1843,1781,0,10,34
ZCTA5 61737,751,749,0,0,0
ZCTA5 61738,4166,4020,19,15,73
ZCTA5 61739,4897,4742,6,31,103
ZCTA5 61740,1666,1589,7,14,54
ZCTA5 61741,1642,1573,0,0,67
ZCTA5 61742,1341,1268,10,15,0
ZCTA5 61743,245,245,0,0,0
ZCTA5 61744,1958,1867,47,12,18
ZCTA5 61745,4259,4065,17,13,17
ZCTA5 61747,1612,1515,23,3,11
ZCTA5 61748,2651,2590,3,3,16
ZCTA5 61749,600,576,0,0,8
ZCTA5 61750,89,89,0,0,0
ZCTA5 61751,128,128,0,0,0
ZCTA5 61752,4050,3894,4,0,113
ZCTA5 61753,2760,2650,7,6,55
ZCTA5 61754,1373,1340,0,15,17
ZCTA5 61755,4700,4462,27,9,158
ZCTA5 61756,2466,2347,10,40,53
ZCTA5 61759,1377,1326,0,8,11
ZCTA5 61760,2746,2681,0,19,46
ZCTA5 61761,52648,43235,4213,1503,2444
ZCTA5 61764,14493,12090,1400,44,888
ZCTA5 61769,527,467,0,0,60
ZCTA5 61770,1140,1113,0,0,9
ZCTA5 61771,1164,1086,18,6,42
ZCTA5 61772,281,255,0,0,0
ZCTA5 61773,539,524,0,11,4
ZCTA5 61774,1197,1099,0,0,53
ZCTA5 61775,481,462,0,0,14
ZCTA5 61776,1943,1915,0,0,24
ZCTA5 61777,839,835,0,0,0
ZCTA5 61778,788,788,0,0,0
ZCTA5 61801,32304,18082,5011,6549,1971
ZCTA5 61802,17688,12858,2708,642,1057
ZCTA5 61810,201,201,0,0,0
ZCTA5 61811,809,781,0,0,13
ZCTA5 61812,372,359,0,0,0
ZCTA5 61813,2119,2005,9,4,39
ZCTA5 61814,1073,1060,0,6,0
ZCTA5 61815,316,313,2,0,0
ZCTA5 61816,448,435,11,1,0
ZCTA5 61817,2660,2534,91,0,24
ZCTA5 61818,1593,1569,0,0,0
ZCTA5 61820,37130,23505,5485,4657,2836
ZCTA5 61821,29196,19483,6151,1768,1124
ZCTA5 61822,21677,15765,1635,3187,865
ZCTA5 61830,696,696,0,0,0
ZCTA5 61831,133,133,0,0,0
ZCTA5 61832,38411,25000,10014,366,1881
ZCTA5 61833,2103,1972,0,0,120
ZCTA5 61834,7141,6420,271,22,243
ZCTA5 61839,703,634,0,8,10
ZCTA5 61840,480,462,0,8,10
ZCTA5 61841,1320,1305,0,0,3
ZCTA5 61842,3146,3138,8,0,0
ZCTA5 61843,2211,2047,0,35,94
ZCTA5 61844,1021,1003,0,0,11
ZCTA5 61845,555,497,41,7,10
ZCTA5 61846,5356,5208,101,0,2
ZCTA5 61847,1242,1217,8,0,17
ZCTA5 61848,227,222,0,0,5
ZCTA5 61849,1736,1710,0,9,12
ZCTA5 61850,615,603,0,0,2
ZCTA5 61851,351,351,0,0,0
ZCTA5 61852,236,231,0,0,5
ZCTA5 61853,12718,11933,34,121,191
ZCTA5 61854,1540,1525,0,0,9
ZCTA5 61855,97,97,0,0,0
ZCTA5 61856,7128,6956,43,0,69
ZCTA5 61857,102,102,0,0,0
ZCTA5 61858,3070,2967,14,9,56
ZCTA5 61859,1295,1285,0,0,0
ZCTA5 61862,470,467,0,3,0
ZCTA5 61863,710,685,0,0,25
ZCTA5 61864,1829,1799,0,18,0
ZCTA5 61865,1691,1640,0,5,29
ZCTA5 61866,14141,8754,3173,217,1385
ZCTA5 61870,1439,1421,0,0,6
ZCTA5 61871,273,266,0,0,6
ZCTA5 61872,1054,1027,0,0,0
ZCTA5 61873,6107,5876,24,15,171
ZCTA5 61874,6420,4639,349,866,305
ZCTA5 61875,625,568,21,0,0
ZCTA5 61876,760,755,0,0,5
ZCTA5 61877,2004,1825,29,8,119
