"white","W8","dep_soc","dep_soc2","dep_pol","dep_power","dep_econ","wpb2a_UK","wpb3d_UK","vote_campaign","right_wing","age","college","female","own_home","married","soc","soc30","power","power30","pol","pol30","econ","econ30"
1,1.81877881894993,NA,NA,NA,NA,NA,98,99,1,1,2,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
1,1.34021023014377,NA,NA,NA,NA,1,2,1,1,1,2,1,1,NA,1,4,NA,5,NA,10,NA,5,4
1,1.70632454876889,-2,-1,-9,-2,-7,5,1,1,1,3,0,0,NA,0,2,4,8,10,0,9,1,8
1,1.44178683378641,NA,NA,1,NA,0,1,1,1,1,2,0,1,NA,0,NA,NA,NA,NA,4,3,5,5
1,1.03877317768412,NA,NA,0,0,0,1,1,1,1,2,1,1,NA,0,NA,NA,8,8,9,9,9,9
1,1.58611239743936,NA,NA,-7,NA,NA,98,99,0,0,2,0,0,NA,0,NA,NA,1,NA,0,7,NA,NA
1,0.578861345068739,NA,NA,NA,NA,5,2,1,1,1,4,1,0,NA,0,3,NA,8,NA,8,NA,8,3
1,0.776799396960784,NA,NA,0,-3,-5,7,1,1,1,2,1,0,NA,0,2,NA,2,5,3,3,3,8
1,1.42207871614595,0,0,-4,-4,-2,98,1,1,1,2,0,0,NA,0,3,3,2,6,3,7,2,4
1,1.15817945903236,0,0,2,3,1,1,2,2,0,2,1,0,NA,0,2,2,7,4,5,3,5,4
0,2.43104556017899,1,0,-1,-3,0,1,1,1,1,2,0,0,0,0,4,3,1,4,0,1,2,2
1,0.760789496044015,NA,NA,NA,NA,NA,99,2,1,1,2,0,0,NA,1,NA,NA,1,NA,1,NA,NA,NA
1,0.747260076450793,NA,NA,1,1,0,1,1,1,1,3,1,1,NA,0,2,NA,1,0,1,0,1,1
0,2.05330594407829,NA,NA,NA,NA,NA,99,1,0,0,1,1,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA
1,0.896663190275633,NA,NA,0,0,-2,1,8,1,1,2,0,1,NA,1,1,NA,1,1,3,3,3,5
1,1.42847721183001,1,1,NA,NA,NA,99,1,1,1,1,0,0,NA,0,2,1,1,NA,2,NA,5,NA
1,1.06066982720836,-1,0,-5,3,-2,1,1,1,1,2,0,1,NA,0,2,3,4,1,4,9,4,6
1,1.79987970607646,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,NA,0,2,NA,4,NA,4,NA,NA,NA
1,1.40761713349532,NA,NA,-4,-6,-3,1,10,2,1,2,1,1,NA,0,2,NA,3,9,2,6,7,10
1,0.791637723238619,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,NA,1,3,NA,5,NA,6,NA,5,NA
0,1.4510344892816,NA,NA,2,-5,-1,98,3,1,1,2,1,1,NA,0,NA,NA,2,7,6,4,2,3
1,2.01492840997522,-2,-2,-5,NA,NA,5,1,1,1,1,1,1,NA,0,2,4,2,NA,0,5,7,NA
1,2.28945669955492,NA,NA,-4,-1,NA,2,10,2,1,1,1,0,NA,0,1,NA,0,1,0,4,NA,NA
1,1.78657242362468,NA,NA,-7,0,-1,1,7,2,2,2,0,0,NA,0,2,NA,7,7,2,9,3,4
1,1.10387662654661,NA,NA,0,0,0,5,1,1,1,3,0,1,NA,1,1,NA,0,0,1,1,1,1
1,0.840028355125053,1,0,NA,0,-5,1,1,0,1,2,0,1,NA,1,3,2,0,0,5,NA,5,10
1,0.898370093758196,NA,NA,0,0,-2,1,1,1,1,2,1,1,NA,1,3,NA,5,5,5,5,4,6
1,2.8339724302471,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA
1,1.30633367532452,NA,NA,-7,0,0,99,8,1,1,2,0,1,NA,1,1,NA,2,2,2,9,2,2
1,1.12893302502944,0,0,-1,1,-3,1,1,1,1,3,1,1,NA,0,2,2,4,3,3,4,3,6
1,1.34953533453805,NA,NA,NA,3,-3,2,2,1,1,2,0,0,NA,0,3,NA,7,4,7,NA,5,8
1,0.775322003169044,NA,NA,1,-2,-1,2,1,1,1,2,1,1,NA,0,3,NA,5,7,4,3,6,7
1,1.80031073591874,NA,NA,NA,NA,NA,1,2,1,1,3,1,1,NA,1,3,NA,6,NA,5,NA,8,NA
1,1.25217736811328,1,1,2,4,2,7,1,1,1,2,1,1,NA,1,2,1,5,1,5,3,5,3
1,0.770977085958795,NA,NA,0,0,2,1,1,1,1,2,1,1,NA,0,3,NA,1,1,0,0,4,2
1,1.33587705574581,1,1,2,3,NA,2,1,1,1,1,1,1,NA,0,3,2,7,4,6,4,5,NA
1,1.54115111035693,NA,NA,1,2,0,7,4,1,1,1,0,1,NA,0,1,NA,7,5,6,5,4,4
1,1.29222105856782,1,1,-2,3,3,5,6,1,1,2,0,1,NA,0,3,2,3,0,5,7,3,0
1,1.45629527929999,NA,NA,1,0,2,1,1,1,1,1,1,1,NA,0,1,NA,2,2,2,1,5,3
0,2.66724058813885,NA,NA,1,3,-7,1,4,1,1,1,0,0,NA,0,4,NA,4,1,1,0,0,7
1,1.68986523737363,1,1,0,0,1,98,3,1,1,2,0,1,NA,1,4,3,5,5,5,5,6,5
1,0.717264849622733,NA,NA,NA,NA,NA,1,99,1,1,2,0,1,NA,0,NA,NA,5,NA,7,NA,7,NA
1,1.36767385754713,NA,-1,-1,NA,3,2,9,0,0,1,0,1,NA,0,NA,2,NA,7,6,7,7,4
1,0.910237007597369,-1,-1,-3,-4,-2,1,1,1,1,2,1,1,NA,0,3,4,2,6,2,5,6,8
1,0.846255603708451,NA,NA,-2,-3,0,1,2,1,1,2,0,1,NA,0,3,NA,2,5,4,6,5,5
1,1.72261346298389,NA,NA,0,0,0,3,1,1,1,2,0,0,NA,0,3,NA,4,4,5,5,5,5
1,0.920787140637537,-1,0,1,1,1,2,1,1,1,4,0,1,NA,1,2,3,4,3,6,5,5,4
1,0.890980886949302,-1,0,NA,2,1,5,1,1,1,2,1,0,NA,0,2,3,4,2,3,NA,4,3
1,1.54505744566332,NA,NA,-2,1,3,1,9,1,2,2,0,1,1,1,3,NA,5,4,3,5,4,1
1,0.760789496044015,-2,-2,-6,1,0,2,7,1,1,2,1,0,NA,1,2,4,6,5,2,8,7,7
1,1.41863465104945,0,1,NA,NA,4,98,1,1,1,2,1,1,NA,0,2,2,NA,NA,5,NA,6,2
1,0.826030059716226,1,1,NA,NA,NA,3,1,1,1,1,0,1,NA,0,2,1,3,NA,2,NA,2,NA
1,0.718822056809,0,-1,-6,-4,-3,2,6,1,1,3,0,1,NA,1,3,3,3,7,2,8,5,8
0,1.43276935419377,NA,NA,NA,NA,NA,1,1,1,1,2,0,0,NA,1,3,NA,7,NA,3,NA,4,NA
1,1.89829051465581,1,1,5,2,0,3,1,1,1,1,0,0,NA,0,3,2,6,4,9,4,2,2
1,0.697891096158184,-2,0,-1,-2,2,1,1,1,1,3,0,0,NA,1,2,4,5,7,3,4,4,2
1,2.88056961116792,NA,NA,6,0,0,1,1,1,1,1,0,0,0,0,1,NA,0,0,8,2,2,2
1,1.02239003835475,NA,NA,0,0,-2,5,5,2,1,2,0,0,NA,1,2,NA,3,3,4,4,1,3
1,1.41824726099483,NA,NA,NA,NA,NA,2,1,1,1,2,0,0,NA,0,2,NA,4,NA,5,NA,7,NA
1,0.824169516144672,0,0,0,0,-2,1,1,1,1,2,0,1,NA,1,2,2,5,5,5,5,3,5
1,1.4147622203366,0,0,NA,NA,NA,1,5,0,0,2,0,0,NA,0,4,4,NA,NA,NA,NA,5,NA
0,2.18418604867744,-1,1,0,1,0,6,5,1,1,1,0,0,NA,0,2,3,7,6,8,8,6,6
1,0.981052395678579,NA,NA,NA,NA,NA,2,4,0,1,2,1,1,NA,1,3,NA,3,NA,6,NA,7,NA
1,0.790230213333203,-1,-2,NA,0,-1,4,11,1,1,4,0,0,NA,1,2,3,2,2,NA,NA,5,6
1,1.37861044855739,NA,NA,1,1,1,5,1,1,1,1,1,1,NA,0,2,NA,6,5,3,2,4,3
1,0.721739370818199,NA,NA,NA,NA,2,2,2,1,1,4,0,1,NA,1,1,NA,5,NA,6,NA,6,4
1,0.859818608924082,NA,0,-3,NA,-5,1,1,1,0,3,1,1,NA,0,NA,1,NA,NA,2,5,0,5
1,0.927893708217184,-1,-1,NA,-5,-8,1,1,1,1,3,0,1,NA,0,1,2,0,5,0,NA,0,8
1,0.592913119660298,NA,NA,1,3,1,2,9,1,1,4,0,0,NA,0,3,NA,7,4,5,4,7,6
1,0.914992611407075,0,0,0,1,-4,7,1,1,3,3,1,1,NA,0,3,3,6,5,5,5,2,6
1,0.563836687950659,NA,NA,NA,1,0,4,11,2,1,4,1,0,NA,1,1,NA,5,4,NA,NA,8,8
1,0.963956249174119,NA,NA,-2,-3,-2,1,1,1,1,2,1,1,0,0,3,NA,5,8,2,4,5,7
1,0.794757548449346,NA,NA,-3,1,-2,7,1,1,1,2,0,1,NA,1,2,NA,6,5,4,7,6,8
1,1.02504161489717,NA,NA,4,5,-1,1,1,1,1,2,1,0,NA,1,NA,NA,8,3,8,4,5,6
1,0.768416127461996,NA,NA,-3,0,0,2,4,1,1,3,1,1,NA,1,2,NA,2,2,6,9,7,7
1,0.919306241796498,NA,NA,NA,NA,1,3,1,1,1,2,1,0,NA,1,4,NA,2,NA,2,NA,8,7
0,0.470804908690144,NA,NA,-2,0,-1,1,1,1,1,3,1,1,NA,1,2,NA,7,7,5,7,5,6
1,0.665235382725963,NA,NA,-3,-3,-4,1,1,1,1,4,1,0,NA,0,3,NA,2,5,3,6,2,6
1,0.743463385558747,0,0,0,-1,2,2,1,1,1,2,1,1,NA,1,3,3,9,10,9,9,9,7
0,2.38725408977286,NA,NA,NA,1,3,3,4,1,1,1,0,1,NA,0,2,NA,4,3,5,NA,6,3
1,0.800123791308434,NA,NA,-8,NA,NA,1,1,1,1,2,0,1,NA,0,1,NA,3,NA,1,9,1,NA
1,3.17555661968555,0,0,0,0,0,1,5,1,1,1,1,1,0,0,4,4,5,5,5,5,5,5
1,1.33619696761254,NA,NA,-1,0,NA,2,1,0,1,3,0,1,NA,1,2,NA,5,5,5,6,6,NA
1,0.901300317546735,NA,NA,2,-4,1,98,1,1,1,2,1,1,NA,0,1,NA,2,6,6,4,4,3
1,0.823532050113468,0,0,0,0,2,1,1,1,1,2,0,1,NA,1,2,2,3,3,3,3,3,1
1,1.94528602812474,1,1,0,NA,1,2,1,1,1,3,1,1,NA,0,3,2,NA,3,5,5,4,3
0,1.80095202256463,NA,NA,-3,1,-1,1,1,1,1,1,0,1,NA,0,3,NA,6,5,2,5,4,5
1,0.775322003169044,NA,NA,2,-4,-4,2,1,1,1,2,0,1,NA,0,1,NA,1,5,7,5,3,7
1,1.03172606329785,-2,0,-10,-3,-6,4,11,2,2,2,1,1,NA,0,2,4,5,8,0,10,2,8
1,0.893807387757412,0,0,0,1,1,7,1,1,1,2,1,0,NA,0,3,3,4,3,8,8,6,5
0,1.37051962909447,NA,NA,2,1,3,1,1,1,1,2,1,0,NA,1,1,NA,2,1,4,2,4,1
0,0.896663190275633,NA,1,-4,-2,-2,1,1,0,0,2,1,1,NA,1,NA,3,1,3,1,5,3,5
1,0.426232867784136,NA,NA,-1,-1,-1,1,1,1,1,2,1,0,NA,1,2,NA,3,4,3,4,6,7
1,1.41824726099483,NA,2,-1,-2,-2,2,5,0,0,2,0,0,NA,0,NA,2,0,2,1,2,0,2
1,2.34907600955208,NA,NA,NA,NA,NA,99,99,1,1,1,0,1,NA,0,2,NA,NA,NA,NA,NA,NA,NA
0,1.57659537933047,NA,NA,0,0,4,1,1,1,1,1,0,0,NA,0,2,NA,6,6,6,6,4,0
1,1.00858641590015,NA,NA,-3,5,-3,1,1,1,1,1,0,0,NA,0,3,NA,7,2,7,10,6,9
1,0.936866716248972,2,2,-1,NA,-4,7,1,1,1,2,1,1,NA,0,4,2,2,NA,3,4,4,8
1,1.29702716504455,NA,NA,NA,NA,NA,98,1,1,1,2,1,0,NA,0,NA,NA,1,NA,3,NA,4,NA
1,0.721395104825617,NA,NA,0,-1,2,98,3,1,1,3,1,1,NA,1,3,NA,5,6,5,5,5,3
1,1.37599204931995,NA,NA,-4,0,-1,1,6,1,1,3,0,1,NA,0,2,NA,1,1,0,4,0,1
1,1.94426278872347,0,0,NA,2,-2,1,1,1,1,2,1,1,NA,1,1,1,7,5,NA,5,3,5
1,1.05857449413376,0,0,-3,1,2,5,1,1,1,3,1,0,NA,0,4,4,5,4,5,8,7,5
1,0.760789496044015,NA,NA,-1,-2,3,2,7,0,1,2,1,0,NA,1,2,NA,5,7,5,6,5,2
1,1.58910145502132,NA,NA,1,1,-10,3,1,1,1,3,0,0,NA,0,2,NA,3,2,3,2,0,10
1,1.00000624010506,NA,NA,NA,-6,-4,1,1,1,1,3,0,1,NA,1,2,NA,1,7,2,NA,1,5
1,1.26614787893374,-1,-1,-3,-1,-1,4,11,2,1,3,0,1,NA,0,2,3,1,2,0,3,0,1
1,2.45207333765716,NA,NA,NA,NA,NA,2,1,1,1,1,0,0,NA,0,3,NA,5,NA,5,NA,NA,NA
1,0.888384310708393,-1,-1,-2,0,-1,1,2,1,1,4,0,0,NA,0,2,3,1,1,1,3,0,1
1,0.804654111760887,-1,0,NA,NA,NA,1,1,1,1,2,0,1,NA,1,3,4,NA,NA,5,NA,NA,NA
1,2.33014243680737,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,0,1,NA,1,NA,1,NA,3,NA
1,0.831411367979758,-1,-1,-3,-2,-7,1,1,1,1,2,0,0,NA,0,1,2,3,5,5,8,2,9
1,0.96266371217424,NA,NA,NA,NA,NA,2,2,1,1,2,1,0,NA,0,3,NA,4,NA,6,NA,9,NA
1,0.651366296912518,NA,NA,-4,0,0,98,2,1,1,4,1,1,NA,1,3,NA,8,8,5,9,4,4
1,0.823752343041589,0,0,-5,-1,-2,98,3,1,1,2,1,1,NA,1,1,1,1,2,1,6,0,2
1,0.880559797230037,NA,NA,-2,2,NA,3,1,1,1,3,1,1,NA,1,3,NA,6,4,3,5,7,NA
0,1.49384810678347,NA,1,2,3,-2,1,1,1,1,3,1,1,NA,0,NA,2,6,3,5,3,1,3
1,0.476642837795604,0,0,0,-5,-3,5,1,1,1,2,1,0,NA,1,3,3,3,8,8,8,6,9
1,0.597158181435316,NA,NA,2,1,3,1,1,1,1,3,1,1,NA,0,3,NA,6,5,8,6,8,5
1,1.3738956851989,NA,NA,-5,-4,-5,1,5,1,1,2,0,0,NA,0,1,NA,4,8,1,6,3,8
1,0.941713548710522,NA,NA,-4,-5,-4,7,1,1,1,2,0,0,NA,1,4,NA,0,5,1,5,1,5
1,0.753284077498856,0,0,1,0,1,2,7,0,1,2,0,1,NA,0,3,3,3,3,5,4,6,5
0,1.04407095875119,NA,NA,1,1,-5,99,1,1,1,2,1,1,NA,1,1,NA,4,3,3,2,2,7
1,0.831411367979758,1,1,-2,-1,-1,1,1,1,1,2,1,0,NA,0,2,1,3,4,2,4,3,4
1,1.07702397850105,NA,NA,2,-1,-3,2,8,1,1,3,0,1,NA,1,1,NA,6,7,5,3,3,6
1,1.22614705444343,-2,0,NA,0,NA,5,1,1,1,4,0,0,NA,0,2,4,3,3,NA,3,6,NA
0,1.27438523050659,NA,NA,0,0,4,2,1,1,1,2,1,1,NA,0,NA,NA,2,2,1,1,7,3
1,0.672985600416144,-2,-2,-2,-2,-3,1,7,1,1,3,1,0,NA,1,2,4,1,3,5,7,3,6
1,1.61852292610422,0,0,-3,-3,-4,1,1,1,1,3,0,1,NA,1,4,4,5,8,5,8,4,8
1,1.37051962909447,NA,NA,-2,-2,-1,1,7,2,1,2,0,0,NA,1,3,NA,3,5,3,5,2,3
1,4.26869456295431,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0,2,NA,2,NA,8,NA,NA,NA
1,1.08579763179852,0,1,0,0,0,2,6,2,0,3,0,1,NA,1,3,3,5,5,5,5,5,5
1,1.41174316850725,-2,-2,0,0,1,1,8,1,1,3,0,1,NA,0,1,3,1,1,1,1,5,4
1,1.360893609711,1,1,NA,NA,-2,1,1,1,1,4,0,1,NA,1,4,3,3,NA,3,NA,5,7
1,1.23267444910386,0,0,-5,-5,3,2,6,1,1,4,0,1,NA,1,1,1,0,5,0,5,4,1
1,1.58162601792295,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,0.879856284050645,NA,NA,-8,-6,1,1,1,1,1,2,1,0,NA,0,1,NA,1,7,0,8,4,3
1,0.882236046016423,0,1,0,2,5,1,1,1,1,3,0,1,NA,1,2,2,6,4,5,5,7,2
1,0.943917487758218,-2,-2,-5,-2,-5,5,1,1,1,4,0,0,NA,1,2,4,6,8,3,8,2,7
1,1.66543667987408,-1,-1,-5,0,-6,1,2,1,1,1,0,0,NA,0,2,3,5,5,2,7,2,8
1,0.983533279662257,-1,-1,0,1,0,2,4,1,1,3,1,1,NA,0,3,4,5,4,5,5,4,4
1,0.891478641903192,NA,NA,-1,1,-1,1,1,1,1,2,1,0,NA,0,3,NA,7,6,6,7,5,6
1,1.37051962909447,0,0,-1,NA,NA,1,1,1,1,2,0,0,0,0,2,2,3,NA,3,4,4,NA
1,0.882236046016423,NA,NA,0,1,1,5,1,1,1,3,1,1,NA,1,1,NA,8,7,7,7,7,6
1,0.85116798261824,NA,NA,NA,NA,NA,98,99,0,0,3,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1,0.755687674516231,NA,NA,0,0,4,2,6,1,1,2,1,1,NA,1,3,NA,7,7,5,5,6,2
1,0.907627536781968,NA,NA,NA,NA,0,98,1,1,1,3,1,1,NA,1,1,NA,NA,NA,NA,NA,4,4
1,1.04524418900704,NA,NA,NA,NA,NA,4,10,0,0,2,1,1,NA,0,2,NA,1,NA,1,NA,1,NA
1,1.09160581641917,0,0,1,-4,-3,2,9,2,1,4,0,0,NA,1,3,3,2,6,5,4,4,7
1,0.766033467995521,NA,NA,NA,NA,2,3,8,1,1,3,0,0,NA,0,3,NA,1,NA,3,NA,6,4
1,0.884040981452177,NA,0,0,-1,-2,2,5,1,1,4,0,1,1,1,NA,4,2,3,4,4,1,3
1,0.766972418925218,0,0,-5,-2,-3,1,1,2,2,3,0,0,NA,1,4,4,8,10,0,5,7,10
1,0.831411367979758,NA,NA,-2,-2,NA,1,1,1,1,2,0,0,NA,0,1,NA,3,5,1,3,4,NA
1,0.867264880904065,-2,-2,1,1,2,5,1,1,1,4,1,1,NA,1,2,4,4,3,3,2,6,4
1,1.23226629590636,NA,NA,-4,-4,-2,1,1,1,1,2,1,0,NA,0,2,NA,3,7,1,5,5,7
1,0.74316446270863,-1,-1,-10,NA,NA,99,1,1,1,3,1,1,0,0,1,2,0,NA,0,10,0,NA
1,0.819210234731159,NA,0,-1,3,-5,1,1,1,1,3,1,1,NA,0,NA,3,5,2,6,7,2,7
1,0.771253189382043,0,0,0,-2,1,98,1,1,1,3,1,1,NA,1,2,2,3,5,5,5,6,5
1,0.752181806266523,-2,-2,-5,0,-3,98,3,1,1,3,1,0,NA,1,1,3,0,0,0,5,5,8
1,1.36969236250819,0,0,0,4,3,2,1,1,1,3,0,1,NA,0,3,3,7,3,5,5,8,5
1,1.08909364806207,NA,NA,-3,NA,-5,1,1,1,1,2,0,1,NA,1,NA,NA,1,NA,2,5,1,6
1,1.37051962909447,NA,NA,-1,-2,0,4,8,1,2,2,0,0,NA,0,1,NA,3,5,2,3,4,4
1,0.642746137778238,NA,0,1,-2,NA,5,5,1,1,4,1,1,NA,0,NA,4,1,3,2,1,7,NA
1,1.42277877537192,-2,-1,-2,-3,-3,1,1,1,1,3,0,1,NA,0,1,3,2,5,3,5,2,5
1,0.767557280349721,0,0,-3,2,4,1,1,1,1,4,1,1,NA,1,1,1,5,3,5,8,7,3
1,0.756526019241825,-1,-1,-2,0,-1,7,1,1,1,2,0,0,NA,0,2,3,5,5,4,6,4,5
1,1.29990380390407,NA,NA,-3,4,NA,5,1,1,1,3,0,1,NA,0,3,NA,7,3,1,4,NA,2
1,0.791637723238619,NA,NA,1,1,0,98,99,0,0,2,0,1,0,0,2,NA,2,1,2,1,1,1
1,1.05857449413376,0,0,0,3,-2,5,1,1,1,3,1,0,NA,1,4,4,8,5,4,4,6,8
1,1.11120724178975,0,-1,NA,NA,NA,2,1,1,1,2,0,1,NA,0,3,3,7,NA,8,NA,7,NA
0,0.640678171345648,0,0,-1,-1,4,3,1,1,1,3,1,0,NA,1,3,3,6,7,6,7,8,4
1,0.657557717493853,NA,NA,3,0,-5,98,1,1,1,3,0,1,NA,1,3,NA,5,5,8,5,5,10
1,0.499040787511519,NA,NA,-1,-3,-3,5,1,1,1,2,1,0,1,1,2,NA,5,8,1,2,5,8
1,1.88997878995191,0,0,0,0,NA,3,1,1,1,1,0,0,NA,0,2,2,8,8,8,8,4,NA
1,0.683507501958829,NA,NA,-1,-3,2,2,7,1,1,3,1,0,NA,1,2,NA,4,7,6,7,6,4
1,0.759546791947967,-2,-2,-2,1,2,98,4,1,1,3,1,1,NA,1,2,4,3,2,2,4,8,6
1,1.92835402351361,2,2,NA,NA,NA,99,99,1,1,1,0,0,0,0,3,1,8,NA,7,NA,NA,NA
1,0.955448300390275,0,0,0,0,-2,3,1,1,1,2,1,1,NA,0,2,2,3,3,2,2,7,9
1,1.37861044855739,NA,1,NA,NA,NA,99,99,0,0,1,0,1,0,1,NA,3,NA,NA,NA,NA,NA,NA
1,0.74133829428263,-1,-1,0,-2,0,4,11,1,1,3,0,1,NA,0,2,3,3,5,3,3,2,2
1,0.943506210830818,0,0,-2,-1,-1,1,1,1,1,2,0,0,NA,1,3,3,3,4,2,4,4,5
1,0.730726689518941,NA,NA,NA,NA,1,1,1,1,1,4,0,1,NA,1,1,NA,NA,NA,4,NA,6,5
1,0.844176110754515,NA,NA,NA,NA,NA,4,6,0,1,2,0,1,0,1,1,NA,0,NA,0,NA,0,NA
1,1.5727212318883,0,0,-1,-1,4,2,7,1,1,1,0,0,1,0,2,2,5,6,6,7,7,3
1,0.891478641903192,-1,-1,NA,NA,1,5,1,1,1,2,1,0,0,0,2,3,4,NA,3,NA,6,5
1,1.94396960749867,0,0,-2,-3,2,5,1,1,1,2,1,0,NA,0,2,2,4,7,1,3,7,5
1,0.649175233510122,NA,NA,-3,0,3,4,11,1,1,3,1,0,NA,1,NA,NA,0,0,2,5,8,5
1,1.39669912602282,0,0,-5,0,-5,1,1,1,1,2,0,1,NA,0,1,1,3,3,0,5,0,5
1,1.32272974754438,-1,0,NA,NA,NA,99,1,1,1,4,0,1,NA,0,2,3,NA,NA,2,NA,NA,NA
1,0.961528950107195,NA,NA,-2,-1,0,99,1,1,1,2,0,1,0,0,3,NA,6,7,4,6,6,6
1,1.35696181144006,NA,NA,0,NA,NA,1,1,1,1,2,1,1,0,1,2,NA,7,NA,5,5,7,NA
1,0.593372072014594,-1,-1,0,1,4,2,5,1,1,4,1,0,NA,1,3,4,5,4,5,5,8,4
1,0.775510162821096,NA,NA,-1,3,0,1,8,1,1,3,1,1,0,1,2,NA,7,4,4,5,4,4
1,0.943506210830818,NA,NA,0,0,2,2,1,1,1,2,1,0,0,0,3,NA,5,5,4,4,8,6
1,0.802676845615257,NA,NA,NA,NA,NA,99,99,0,0,2,1,1,NA,0,2,NA,NA,NA,NA,NA,NA,NA
1,0.777420508184755,NA,NA,2,0,-1,5,1,1,1,3,1,1,0,1,2,NA,2,2,3,1,4,5
1,0.860171731269087,-1,-1,-7,-5,-4,5,1,1,1,2,1,1,0,0,2,3,1,6,0,7,4,8
1,0.769357998891141,0,1,3,3,2,2,1,1,1,3,0,1,1,1,2,2,7,4,7,4,8,6
1,0.916331117283685,-2,0,-10,-3,-7,2,1,1,1,4,0,1,1,0,1,3,0,3,0,10,3,10
1,0.668348632226203,NA,NA,-2,-3,2,2,6,1,1,4,1,1,NA,1,2,NA,2,5,5,7,6,4
1,0.967966463457689,0,0,-3,0,1,2,6,1,1,4,0,1,NA,0,2,2,6,6,5,8,5,4
1,0.890980886949302,0,0,-5,0,-5,5,1,1,1,2,1,0,1,0,1,1,8,8,3,8,0,5
0,1.68619611612873,NA,NA,NA,NA,NA,2,99,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1.85182807063881,NA,NA,0,1,1,2,7,1,1,2,0,0,NA,0,3,NA,5,4,5,5,6,5
1,1.41589343220126,NA,NA,-6,-6,-3,1,1,1,1,3,0,1,0,0,2,NA,2,8,2,8,5,8
1,1.08000181488351,NA,NA,-1,0,-1,1,1,1,1,2,1,0,NA,1,1,NA,1,1,2,3,3,4
1,0.724274793568027,-1,2,NA,1,0,1,1,1,1,3,0,0,0,0,1,2,2,1,3,NA,1,1
0,1.75759041316449,NA,NA,NA,-1,1,1,1,1,1,2,1,0,0,0,NA,NA,1,2,5,NA,3,2
1,0.724953667574817,NA,NA,NA,NA,NA,98,99,0,1,2,1,1,NA,0,2,NA,NA,NA,NA,NA,0,NA
1,0.825179726227838,0,0,0,0,NA,1,1,1,1,2,0,1,NA,1,3,3,3,3,3,3,6,NA
0,0.717264849622733,NA,NA,NA,NA,NA,99,1,0,0,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1,0.896162540541638,-3,0,NA,-5,NA,98,1,1,1,2,1,1,NA,0,1,4,1,6,1,NA,NA,NA
1,0.915632893533756,NA,NA,-2,-2,-1,2,8,1,1,3,0,0,1,1,3,NA,3,5,3,5,4,5
1,0.884406493776738,NA,NA,-5,-2,-1,4,7,1,1,2,1,0,NA,1,4,NA,7,9,0,5,6,7
1,0.931725700632423,NA,NA,1,NA,NA,98,1,1,1,2,1,1,NA,0,3,NA,5,NA,6,5,8,NA
1,0.79248673134429,0,0,0,3,4,3,1,1,1,3,1,0,NA,1,3,3,8,5,5,5,9,5
1,1.13073112612277,NA,NA,-1,-1,-1,2,1,1,1,2,1,0,NA,0,2,NA,5,6,6,7,5,6
1,0.794757548449346,-1,-1,2,2,-4,7,1,1,1,2,1,1,NA,1,2,3,6,4,5,3,4,8
1,1.17955079175183,-1,-1,NA,NA,NA,2,6,1,1,3,0,1,NA,0,2,3,6,NA,4,NA,5,NA
1,0.82079515877544,-1,-1,-7,-4,-1,99,1,1,1,3,1,1,NA,1,2,3,1,5,1,8,5,6
1,2.69667076884915,NA,NA,-2,-1,4,2,4,1,1,1,0,0,0,0,2,NA,2,3,6,8,4,0
0,1.16103244905869,NA,NA,4,0,1,1,1,1,1,2,0,0,NA,0,2,NA,0,0,4,0,1,0
1,0.746740341835582,NA,NA,2,0,1,4,11,1,1,2,1,1,NA,0,2,NA,4,4,8,6,4,3
1,1.08000181488351,0,0,3,3,2,7,6,1,1,2,1,0,NA,1,2,2,8,5,8,5,7,5
1,1.89638481100067,NA,NA,-4,-1,-6,1,1,1,1,1,0,1,NA,0,2,NA,2,3,2,6,2,8
1,1.00906096648235,-1,-1,1,-2,0,1,2,1,1,2,1,0,NA,0,2,3,3,5,5,4,4,4
1,0.800164564359076,-1,-1,-4,-2,-2,4,11,1,1,3,0,1,NA,1,2,3,4,6,4,8,5,7
1,1.29634430871334,2,2,-8,0,NA,98,3,1,1,2,0,1,NA,1,3,1,0,0,0,8,NA,0
1,0.812858982336614,-1,-1,-1,0,-4,4,9,1,1,3,1,0,NA,0,2,3,2,2,2,3,2,6
1,0.794757548449346,NA,1,0,0,-1,1,1,1,1,2,1,1,1,1,NA,3,5,5,5,5,3,4
1,0.747260076450793,NA,NA,-3,0,1,1,5,1,1,3,0,1,NA,0,2,NA,5,5,4,7,5,4
1,0.830393528931492,NA,NA,-1,0,0,1,8,0,0,2,1,0,NA,0,1,NA,7,7,7,8,7,7
