"white","W8","dep_soc","dep_soc2","dep_pol","dep_power","dep_econ","wpb2a_UK","wpb3d_UK","vote_campaign","right_wing","age","college","female","own_home","married","soc","soc30","power","power30","pol","pol30","econ","econ30"
1,0.865529959632653,1,1,-3,0,1,7,1,1,1,3,0,0,1,1,3,2,1,1,1,4,6,5
1,0.869313750802167,0,0,3,-2,0,3,1,1,1,3,1,0,1,1,3,3,3,5,8,5,5,5
0,0.801043309833778,NA,NA,0,0,NA,1,1,1,1,1,0,1,0,0,NA,NA,5,5,5,5,NA,NA
1,0.668414781886606,NA,NA,NA,3,NA,98,5,1,1,4,1,1,1,1,1,NA,5,2,6,NA,6,NA
1,0.578861345068739,0,0,3,1,2,1,6,1,1,4,1,0,1,1,3,3,6,5,7,4,8,6
1,1.49857484943376,1,1,-1,2,-4,1,1,1,1,2,1,1,1,1,2,1,5,3,1,2,5,9
1,1.26166631905563,1,0,-2,-2,1,1,2,1,1,1,0,1,1,0,3,2,3,5,4,6,6,5
1,0.918554517072137,-1,0,0,0,-2,2,7,1,1,3,0,0,1,0,2,3,3,3,4,4,4,6
1,0.668414781886606,-1,0,-1,-1,4,2,1,1,1,4,1,1,1,1,2,3,5,6,5,6,9,5
1,1.17801880322912,0,0,-1,0,1,1,1,2,1,4,1,0,1,1,4,4,5,5,6,7,6,5
1,0.824084194459637,0,1,1,1,-1,2,4,1,1,4,1,1,1,0,2,2,6,5,6,5,7,8
1,0.702091067008235,0,1,0,0,2,4,11,0,0,2,0,0,0,0,2,2,2,2,2,2,3,1
1,0.717264849622733,0,0,NA,NA,NA,1,1,3,3,2,1,1,0,0,4,4,NA,NA,NA,NA,8,NA
1,0.628320825345053,NA,NA,0,2,3,7,1,1,1,4,1,1,1,1,2,NA,9,7,8,8,6,3
1,1.22815387498157,0,0,0,0,3,2,3,1,1,4,0,1,1,1,3,3,5,5,7,7,8,5
1,2.03494393247709,0,0,-1,0,-1,2,1,1,1,1,1,0,1,0,3,3,7,7,6,7,5,6
1,1.01248688879325,-1,0,-4,3,5,1,1,1,1,3,1,1,0,0,1,2,6,3,1,5,7,2
1,1.00626112767905,NA,NA,0,0,2,98,6,1,1,4,0,1,1,1,3,NA,5,5,5,5,5,3
0,1.31170436976116,-1,-1,NA,0,0,2,1,1,1,2,1,1,1,1,2,3,0,0,5,NA,5,5
1,1.31185980229594,0,0,0,0,0,4,11,1,1,3,0,0,0,0,3,3,7,7,6,6,1,1
1,0.945026093097039,-1,-1,-7,NA,3,2,5,1,1,4,0,1,1,0,2,3,0,NA,2,9,6,3
1,0.794757548449346,NA,NA,-3,0,0,2,7,1,1,2,0,1,0,1,1,NA,7,7,6,9,7,7
1,1.9212461248917,0,0,1,0,1,1,1,1,1,2,0,0,1,1,4,4,10,10,5,4,5,4
1,0.784783348441366,-1,-1,-1,-1,NA,2,8,1,1,4,1,0,1,1,2,3,5,6,6,7,NA,NA
1,1.03438301896762,0,-1,NA,1,0,2,6,0,0,3,0,1,1,1,4,4,7,6,5,NA,5,5
1,0.850102677791524,NA,NA,NA,NA,NA,1,1,1,1,2,0,0,0,0,1,NA,1,NA,1,NA,0,NA
1,1.29631298835998,NA,NA,0,0,NA,99,1,1,1,3,0,1,1,1,NA,NA,5,5,5,5,6,NA
1,0.732743564633445,0,0,NA,NA,NA,99,1,1,1,2,1,0,0,0,1,1,NA,NA,NA,NA,1,NA
1,0.594099386527539,-1,0,0,3,1,2,2,1,1,4,1,0,1,0,2,3,5,2,9,9,9,8
1,1.28820801823691,NA,NA,NA,NA,NA,98,99,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1.28490335235449,0,0,NA,NA,0,4,9,1,1,4,0,1,NA,1,2,2,1,NA,3,NA,3,3
1,1.23584478653712,-1,-1,NA,NA,NA,99,1,0,0,1,0,1,0,0,1,2,NA,NA,NA,NA,NA,NA
1,0.974963331401577,-1,-1,-4,-5,-1,1,2,1,1,3,1,0,0,0,2,3,1,6,1,5,5,6
0,1.06302356642274,-1,1,-1,1,-1,1,10,1,2,2,1,1,1,1,2,3,6,5,5,6,6,7
1,0.914610896773344,-1,0,-2,-1,-2,98,1,1,1,4,0,1,1,0,2,3,2,3,2,4,2,4
1,0.767691314079042,NA,NA,NA,NA,NA,98,2,0,0,2,1,1,1,0,NA,NA,NA,NA,NA,NA,5,NA
1,0.666050782322944,1,1,1,1,1,1,1,1,1,4,1,0,0,1,3,2,5,4,8,7,4,3
1,1.69951213000531,-1,0,1,0,0,2,8,1,0,3,0,0,0,1,2,3,6,6,7,6,7,7
1,0.723768909727067,NA,NA,-2,-4,2,7,1,1,1,3,1,1,1,1,NA,NA,1,5,3,5,9,7
1,0.76043842188439,0,0,-1,1,1,2,1,1,1,2,1,0,1,1,3,3,6,5,5,6,9,8
1,1.36359798415174,-2,0,1,3,-2,1,1,1,1,2,1,1,1,0,2,4,5,2,3,2,5,7
0,0.749317124068391,0,0,NA,NA,-2,98,6,0,1,4,1,1,1,1,1,1,NA,3,NA,3,3,5
1,0.945096604218323,0,0,-1,0,-5,2,2,2,1,3,1,0,1,0,4,4,5,5,4,5,5,10
1,0.944033221428106,NA,NA,NA,0,-6,99,7,0,0,2,0,1,0,0,1,NA,5,5,1,NA,3,9
1,1.29790191930941,-2,-2,-4,-6,-4,4,10,0,1,3,0,1,1,1,2,4,0,6,1,5,2,6
1,0.851837362108155,NA,NA,-3,-3,-1,2,9,1,1,4,0,1,1,1,2,NA,2,5,3,6,4,5
1,1.21606643216896,-1,0,NA,NA,2,98,8,1,1,4,0,1,1,1,3,4,6,NA,5,NA,8,6
1,1.16136782661463,0,0,-3,NA,-3,2,1,1,1,3,0,0,0,0,4,4,2,NA,3,6,6,9
1,0.696306356617229,-1,0,0,0,0,1,1,1,1,4,1,1,1,0,2,3,3,3,4,4,1,1
1,0.767691314079042,NA,NA,-3,0,-2,98,2,1,1,2,1,1,0,1,3,NA,7,7,6,9,6,8
1,0.90409418390221,-1,-1,-1,0,2,98,1,1,1,3,0,1,1,1,1,2,1,1,0,1,3,1
1,0.840344407404179,0,0,-3,NA,3,2,6,1,1,4,0,0,1,1,1,1,0,NA,2,5,5,2
1,0.884796780504872,-3,-3,-10,-3,-3,1,1,1,1,2,1,1,1,0,1,4,3,6,0,10,2,5
1,1.6199885748295,-1,-1,-2,-2,-3,4,9,2,2,4,0,0,NA,1,1,2,4,6,3,5,2,5
1,0.637611188980706,NA,NA,0,0,1,2,1,1,1,3,1,0,1,0,3,NA,7,7,6,6,10,9
1,0.732743564633445,-2,-2,-1,0,-2,99,4,0,0,2,1,0,0,0,1,3,2,2,4,5,5,7
1,1.09198804671835,2,2,-4,1,2,3,2,1,1,3,1,0,1,1,3,1,4,3,2,6,6,4
1,0.811662587828972,NA,0,-6,-4,0,1,6,1,1,3,0,0,1,1,NA,4,1,5,2,8,6,6
1,1.44205409067714,0,0,-3,0,-1,7,5,1,1,4,1,1,0,0,1,1,3,3,2,5,3,4
1,0.759507470072321,1,1,0,-2,1,4,11,1,1,2,0,0,1,0,4,3,1,3,1,1,1,0
1,1.23563692235163,NA,NA,NA,NA,NA,2,11,1,2,3,0,0,1,0,2,NA,NA,NA,1,NA,NA,NA
1,0.716593175715596,0,0,NA,1,5,1,1,1,1,3,1,0,1,0,2,2,2,1,1,NA,6,1
1,1.35485439421644,-1,-2,-8,-5,-2,1,1,1,1,3,0,0,1,1,2,3,3,8,0,8,3,5
1,0.637406921346826,0,1,0,0,1,1,1,1,1,4,0,0,1,0,2,2,5,5,8,8,5,4
1,0.427934795517901,1,1,1,1,2,98,1,1,1,3,0,1,1,1,4,3,5,4,5,4,8,6
1,1.36359798415174,NA,NA,NA,NA,0,1,1,1,1,2,1,1,0,0,2,NA,1,NA,1,NA,1,1
1,1.25497471768893,-1,-1,-3,-3,0,5,1,1,1,3,0,0,1,1,1,2,0,3,0,3,3,3
1,0.610020056748168,NA,NA,1,1,2,2,4,1,1,4,0,0,1,1,2,NA,6,5,7,6,5,3
1,1.00738706900724,0,0,4,0,4,2,3,1,1,3,1,1,1,1,2,2,5,5,9,5,9,5
1,0.770977085958795,NA,NA,NA,1,0,1,5,1,1,2,1,1,1,0,3,NA,7,6,4,NA,5,5
1,1.45281306716319,NA,NA,-4,3,2,2,8,2,1,2,0,1,0,0,2,NA,7,4,4,8,4,2
1,0.911838812206011,NA,NA,-2,0,0,5,1,1,1,4,0,1,1,1,1,NA,4,4,3,5,7,7
1,1.05299675998063,-1,-1,-3,-4,-6,1,1,1,1,3,1,1,1,0,1,2,2,6,2,5,0,6
1,0.659421721541887,-2,-2,-4,NA,-2,2,2,0,0,3,1,0,1,0,1,3,0,NA,2,6,5,7
1,0.868240523780863,0,0,-2,0,NA,2,3,1,1,3,0,0,1,1,3,3,4,4,6,8,7,NA
1,0.719417252171031,NA,NA,-1,0,-2,2,10,1,1,3,0,0,0,0,3,NA,5,5,2,3,3,5
1,0.780816644135518,-1,-1,-2,-3,0,2,7,1,1,2,0,0,1,1,2,3,5,8,5,7,8,8
1,0.955294159338745,0,0,0,0,-1,98,99,1,1,3,1,0,0,0,2,2,4,4,3,3,3,4
1,0.719417252171031,0,0,0,0,0,2,1,1,1,3,0,0,1,0,2,2,2,2,3,3,4,4
1,0.688256914243343,-1,-1,0,2,3,98,1,1,1,3,1,1,1,1,2,3,7,5,6,6,9,6
1,0.639181842257842,0,0,-1,0,2,2,6,2,1,3,1,0,1,0,3,3,6,6,4,5,6,4
1,1.82214962975138,NA,NA,-4,-4,-5,1,1,1,1,2,0,1,1,1,NA,NA,2,6,2,6,3,8
1,1.00908750835367,NA,NA,NA,NA,NA,2,5,1,1,3,0,1,0,1,NA,NA,NA,NA,NA,NA,6,NA
0,0.582987966406718,-1,1,0,3,3,2,10,3,1,2,0,0,0,0,2,3,9,6,5,5,6,3
1,0.803013261901121,-1,-1,-2,-1,-2,7,1,1,1,3,0,0,1,0,2,3,5,6,6,8,3,5
1,0.624509381860931,NA,NA,3,1,-1,2,8,1,1,4,1,1,1,1,2,NA,6,5,8,5,7,8
1,0.622500090225216,NA,NA,0,0,-1,2,4,1,1,3,1,0,1,1,NA,NA,5,5,5,5,6,7
1,0.793594589602208,NA,NA,0,1,-3,2,3,1,1,3,1,0,1,1,NA,NA,5,4,5,5,5,8
1,0.38293557446149,-1,-1,-6,-4,1,2,9,1,1,3,0,0,1,1,2,3,2,6,2,8,4,3
1,0.666264229357786,0,0,-1,0,-1,2,4,1,1,3,1,0,1,0,3,3,6,6,4,5,6,7
1,1.35318173420794,NA,NA,-2,-1,-3,1,5,1,1,3,0,0,1,0,2,NA,2,3,2,4,1,4
1,1.00862185451535,NA,-1,NA,NA,-10,2,1,1,1,3,0,1,1,1,NA,4,NA,NA,NA,NA,0,10
1,1.19664087995445,-1,0,0,0,1,2,5,2,2,3,0,0,0,1,3,4,5,5,5,5,5,4
1,1.46635405428279,-2,-1,NA,NA,NA,4,6,1,1,1,0,1,1,0,1,3,3,NA,3,NA,5,NA
1,0.971888257846516,NA,NA,2,2,1,2,1,1,1,3,1,1,1,1,1,NA,6,4,5,3,7,6
1,0.478236776853911,NA,NA,0,-1,-1,1,1,2,2,2,1,1,1,0,2,NA,4,5,9,9,7,8
1,0.779281388452857,0,0,1,-2,0,1,1,1,1,3,1,1,1,1,3,3,3,5,7,6,8,8
1,0.868240523780863,NA,-1,0,0,0,3,1,1,1,3,1,0,1,1,NA,3,9,9,5,5,4,4
1,0.762850931935558,-1,0,0,1,-3,2,4,1,1,4,0,1,1,0,3,4,6,5,7,7,5,8
1,0.682219067767227,NA,NA,-6,NA,NA,1,9,0,1,4,0,0,1,0,NA,NA,0,NA,0,6,0,NA
1,0.717264849622733,0,0,0,0,0,7,1,1,1,2,1,1,1,0,1,1,0,0,0,0,5,5
1,1.71611952767178,0,0,NA,NA,-1,1,1,1,1,1,1,1,0,0,2,2,0,NA,0,NA,2,3
1,0.982751735838425,NA,NA,-7,-5,2,4,11,1,1,3,0,1,1,1,3,NA,0,5,1,8,5,3
1,0.729058372950374,-1,0,NA,4,0,99,99,1,1,2,0,1,0,0,3,4,9,5,NA,1,5,5
1,0.684640453074965,1,1,0,NA,0,2,1,1,1,4,0,1,1,0,2,1,NA,NA,6,6,3,3
1,0.928740885108937,NA,NA,-5,NA,NA,99,1,0,0,2,1,0,1,1,NA,NA,NA,NA,0,5,NA,NA
1,0.916094477575719,NA,0,-2,NA,-4,4,7,1,1,4,0,0,1,1,NA,4,NA,8,3,5,5,9
1,0.573088011548703,1,1,0,0,4,1,1,1,1,4,1,1,1,1,4,3,6,6,5,5,7,3
1,0.695200150725615,NA,NA,-5,1,1,7,2,0,0,3,1,1,0,0,3,NA,5,4,2,7,5,4
1,1.11651979715347,-2,-1,0,0,-5,2,11,1,1,4,0,1,1,0,1,3,5,5,8,8,3,8
1,0.962252569530187,-1,-1,-2,-3,-3,1,1,1,1,3,1,0,1,1,2,3,3,6,3,5,3,6
1,2.00948681231033,-2,-2,0,0,1,4,9,0,0,2,0,1,1,0,1,3,6,6,5,5,7,6
1,1.85182807063881,NA,NA,-2,-6,-1,2,1,1,1,2,1,0,0,0,2,NA,2,8,3,5,5,6
0,1.36209001002383,0,0,-4,-1,-2,7,3,1,2,3,1,0,1,1,2,2,2,3,1,5,6,8
1,0.957864436772095,0,0,0,0,0,2,1,1,1,3,0,1,1,1,2,2,6,6,5,5,5,5
1,1.17801880322912,1,1,-4,0,3,1,1,1,1,4,1,0,1,1,2,1,3,3,1,5,7,4
1,1.41105282217525,NA,NA,-1,-1,5,2,7,1,1,4,0,1,1,1,2,NA,3,4,5,6,7,2
1,0.74316446270863,-3,0,-1,1,0,98,1,1,1,3,1,1,1,0,1,4,4,3,1,2,5,5
1,0.622500090225216,NA,NA,-1,0,1,2,5,1,1,3,1,0,1,1,3,NA,5,5,6,7,6,5
1,0.946481578954387,NA,NA,NA,4,4,98,6,1,1,2,0,1,1,0,3,NA,7,3,NA,NA,7,3
1,0.685713711930842,NA,NA,-1,NA,3,2,1,1,1,4,0,1,1,1,3,NA,NA,8,7,8,7,4
1,0.594099386527539,NA,NA,-1,-1,5,2,1,1,1,4,1,0,1,1,4,NA,3,4,4,5,8,3
1,1.65167890887928,1,-1,0,-1,0,1,3,1,1,4,0,1,1,1,4,3,2,3,3,3,2,2
1,0.512715595897201,NA,NA,0,1,1,7,1,1,1,3,0,0,1,0,2,NA,5,4,3,3,5,4
1,1.16324261041265,NA,0,NA,NA,NA,3,1,1,1,2,1,0,0,0,NA,4,NA,NA,NA,NA,NA,NA
1,0.632325541651909,NA,NA,0,0,-2,3,1,1,1,3,1,0,1,0,3,NA,4,4,4,4,4,6
1,0.885754773386354,NA,NA,-3,0,0,2,2,1,1,3,1,0,1,1,2,NA,6,6,6,9,3,3
1,0.820222855699613,NA,NA,NA,NA,NA,1,9,1,1,3,0,1,1,0,NA,NA,NA,NA,0,NA,3,NA
1,0.776799396960784,NA,NA,-5,-5,0,98,1,1,1,2,1,0,0,0,3,NA,0,5,0,5,5,5
1,0.723749263803864,-1,0,-5,0,-1,1,2,1,1,4,0,0,1,0,1,2,2,2,3,8,5,6
1,0.588465620553327,NA,NA,NA,NA,NA,99,99,0,0,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,0.767691314079042,0,0,NA,0,NA,98,1,1,1,2,1,1,1,1,4,4,5,5,6,NA,6,NA
1,1.33194121410105,-1,-1,3,-7,-7,2,5,1,1,2,1,0,0,0,2,3,1,8,4,1,2,9
1,0.604562877230999,-1,0,NA,NA,-4,1,1,1,1,2,1,0,0,0,2,3,4,NA,4,NA,4,8
1,0.764151103858498,-1,-1,-7,0,-2,1,1,1,1,3,0,0,0,0,1,2,2,2,2,9,2,4
1,0.761805915939976,NA,NA,2,0,1,1,2,1,1,2,1,1,1,0,3,NA,4,4,6,4,7,6
1,0.732743564633445,NA,NA,1,-1,1,1,4,1,1,2,0,0,0,0,1,NA,5,6,6,5,5,4
1,1.24749521765973,0,0,NA,0,0,98,1,0,1,2,0,1,1,0,4,4,5,5,7,NA,5,5
1,1.04966503195371,1,1,0,0,-1,1,1,1,1,4,0,1,1,1,3,2,6,6,5,5,5,6
1,0.842728216032173,-1,-1,0,0,3,1,1,1,1,4,1,0,1,1,2,3,2,2,2,2,7,4
1,0.759507470072321,NA,NA,1,-1,1,2,1,1,1,2,1,0,1,0,2,NA,4,5,7,6,8,7
1,0.715502323981118,NA,NA,NA,NA,NA,1,1,1,1,2,0,1,0,0,2,NA,NA,NA,5,NA,NA,NA
1,0.998334309269849,0,1,-1,-2,1,2,8,2,2,2,0,1,1,0,2,2,6,8,7,8,7,6
1,0.890519509096326,-3,-1,-1,-1,-3,7,6,2,0,2,0,0,0,0,1,4,3,4,1,2,1,4
1,1.5072735529473,0,0,0,-1,-7,2,1,2,2,2,0,1,1,0,3,3,2,3,5,5,1,8
1,0.833301151268653,NA,NA,0,0,2,2,5,1,1,4,1,0,1,1,1,NA,4,4,6,6,6,4
1,0.718906178873,-2,-2,-2,-5,NA,1,1,1,1,4,1,1,1,0,1,3,0,5,3,5,2,NA
1,0.386963732765921,-2,-3,-8,NA,2,1,1,1,1,4,0,0,1,1,2,4,NA,9,0,8,5,3
1,0.914992611407075,-1,0,-1,-1,0,3,1,1,1,3,0,1,0,1,3,4,1,2,0,1,1,1
1,0.557129559785348,0,0,0,0,NA,5,5,1,1,4,0,0,1,0,1,1,3,3,3,3,NA,7
1,1.0356508942471,NA,NA,NA,NA,NA,2,9,0,0,3,1,1,1,1,3,NA,7,NA,6,NA,5,NA
1,0.833301151268653,NA,NA,2,0,-2,2,1,1,1,4,0,0,1,1,3,NA,5,5,7,5,3,5
1,0.820222855699613,NA,NA,NA,NA,-6,98,1,1,1,3,1,1,1,0,1,NA,3,NA,3,NA,1,7
1,0.942369660223443,NA,NA,-7,-5,-6,2,2,1,1,3,0,1,0,1,1,NA,3,8,1,8,1,7
1,0.675429087504083,0,0,0,0,0,4,11,1,1,3,0,0,1,0,3,3,5,5,4,4,5,5
1,0.717139620014239,0,0,-2,NA,-5,4,11,0,0,4,0,1,0,0,1,1,0,NA,0,2,0,5
1,0.774015488095351,0,0,NA,NA,0,2,8,1,1,2,1,1,1,0,2,2,NA,6,NA,7,6,6
1,0.945026093097039,0,0,-1,1,-2,2,1,1,1,4,0,1,1,1,2,2,7,6,7,8,5,7
1,1.28696633191426,-2,-2,2,-2,-3,2,2,1,1,3,0,1,1,1,1,3,1,3,5,3,3,6
1,0.668414781886606,0,0,-5,-1,2,2,6,1,1,4,0,1,1,1,3,3,6,7,3,8,6,4
1,0.512715595897201,1,1,1,3,0,3,1,1,1,3,1,0,0,0,3,2,7,4,6,5,6,6
1,0.720299064162266,-1,-1,0,0,1,2,8,1,1,3,0,0,1,0,2,3,6,6,5,5,5,4
1,0.594099386527539,0,0,0,-1,-1,2,6,1,1,4,1,0,1,1,3,3,8,9,5,5,6,7
1,0.798198330320233,NA,NA,NA,0,1,4,11,1,1,3,0,1,1,1,1,NA,1,1,1,NA,2,1
1,1.26408240321633,-1,-1,1,NA,NA,99,1,1,1,3,0,0,1,0,1,2,2,NA,2,1,4,NA
1,0.729058372950374,0,0,NA,4,0,6,1,1,1,2,1,1,0,1,3,3,5,1,NA,3,5,5
1,0.949212605526331,0,1,1,0,1,98,99,0,0,4,0,1,1,1,2,2,2,2,4,3,2,1
1,1.20141399725887,-1,-1,-9,-3,-3,98,10,1,1,4,0,1,1,1,3,4,7,10,0,9,2,5
1,0.675157848033623,-3,-3,5,0,-6,2,6,1,1,4,1,1,1,0,1,4,5,5,7,2,1,7
1,0.933145197472984,NA,0,-4,-2,3,4,11,1,1,3,0,0,1,1,NA,3,0,2,0,4,6,3
1,1.2589428115374,-1,0,NA,NA,NA,2,1,1,1,2,1,0,1,0,2,3,NA,NA,NA,NA,NA,NA
1,0.77463160739798,-2,-2,-3,-5,-2,4,10,1,1,4,1,0,1,1,1,3,2,7,4,7,5,7
1,1.07514331131052,-1,-1,-5,0,-4,1,1,1,1,4,1,1,1,1,2,3,3,3,3,8,3,7
0,0.797832862183663,0,0,NA,0,0,1,1,1,1,3,1,1,1,1,1,1,0,0,0,NA,0,0
1,1.01303765146082,NA,NA,NA,NA,-1,2,9,1,1,2,1,0,1,1,4,NA,3,NA,5,NA,5,6
1,0.943506210830818,NA,NA,0,0,0,3,1,1,1,2,0,0,0,0,NA,NA,0,0,0,0,0,0
1,0.557705932586596,-1,-1,NA,NA,NA,1,1,1,1,3,0,0,1,1,2,3,2,NA,4,NA,5,NA
1,0.780816644135518,0,0,0,-7,1,2,9,2,2,2,1,0,1,1,1,1,1,8,1,1,4,3
1,0.680098895432422,0,0,0,4,3,98,1,1,1,2,1,1,0,0,2,2,5,1,3,3,6,3
1,0.833301151268653,-1,-1,0,0,0,1,5,1,1,4,0,0,1,1,1,2,5,5,1,1,3,3
1,0.8434012921726,NA,NA,NA,NA,NA,4,10,0,0,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1.25462891156081,NA,NA,0,4,-2,1,3,1,1,3,0,0,1,1,3,NA,6,2,2,2,5,7
1,0.710030969180726,NA,NA,NA,NA,-2,98,3,0,0,2,1,1,1,0,3,NA,3,NA,4,NA,5,7
1,0.369097311131066,NA,NA,1,-1,0,2,1,1,1,4,0,0,1,1,NA,NA,3,4,2,1,7,7
1,0.593372072014594,0,0,NA,1,6,4,9,1,1,4,1,0,1,1,4,4,6,5,2,NA,8,2
1,1.00681815102966,0,-1,0,2,3,2,9,1,1,3,0,1,0,0,3,3,7,5,5,5,8,5
1,1.10803936191419,NA,NA,-2,-1,0,98,7,1,1,4,0,1,1,0,1,NA,4,5,3,5,2,2
1,0.694066065952456,1,1,0,-1,-1,98,3,1,1,3,1,0,1,1,4,3,3,4,0,0,2,3
1,0.966552532646805,NA,NA,2,0,1,4,10,1,1,3,1,1,1,1,2,NA,3,3,5,3,8,7
1,0.424006188277738,NA,NA,0,-2,5,3,3,1,1,4,1,1,1,1,1,NA,3,5,5,5,7,2
1,0.501943045603928,1,1,-1,0,NA,7,2,1,1,2,1,1,0,0,2,1,3,3,3,4,7,NA
1,0.724656055679648,1,2,-3,NA,NA,7,1,1,1,3,1,1,0,0,3,2,NA,NA,4,7,6,NA
1,0.499727832710233,-1,-1,0,0,1,2,1,1,1,2,1,1,0,0,3,4,5,5,5,5,6,5
1,1.28513218196649,1,1,2,2,0,1,3,1,1,4,0,1,1,1,3,2,9,7,9,7,1,1
1,0.670603828528434,-1,0,-4,-5,1,4,9,1,1,3,0,1,1,1,2,3,0,5,0,4,10,9
1,0.983533279662257,0,0,-3,0,-5,4,11,2,1,3,0,1,1,1,4,4,0,0,0,3,0,5
1,0.597158181435316,-3,-3,-4,-5,-5,1,1,1,1,3,1,1,1,1,1,4,0,5,1,5,3,8
1,0.724656055679648,NA,NA,-5,-5,-2,7,1,1,1,3,0,1,1,1,3,NA,0,5,0,5,5,7
1,0.986063183933399,-1,1,-1,0,0,4,11,1,1,4,0,0,1,1,2,3,1,1,3,4,5,5
1,0.932593857429565,NA,NA,0,0,0,99,1,2,3,2,1,0,1,1,4,NA,1,1,1,1,1,1
1,1.84304304723368,NA,0,NA,NA,NA,1,1,2,2,2,0,1,0,0,NA,4,3,NA,3,NA,4,NA
1,0.707638258305868,1,1,1,1,1,2,8,0,0,4,1,0,1,1,3,2,4,3,6,5,6,5
1,0.888384310708393,NA,NA,-5,-8,-2,1,1,1,1,4,0,0,1,1,1,NA,1,9,3,8,3,5
1,0.724990610074118,-1,0,-10,-8,-7,5,1,1,1,3,1,1,1,0,3,4,0,8,0,10,3,10
1,1.20106914842236,-2,-2,NA,-1,NA,98,99,0,0,3,0,0,1,1,2,4,2,3,NA,NA,4,NA
1,0.999156108226522,NA,NA,-2,-2,0,4,9,1,1,3,0,1,1,0,1,NA,4,6,5,7,5,5
1,1.13675888751418,0,0,-2,0,1,1,2,1,1,3,0,0,1,1,3,3,9,9,5,7,6,5
1,0.716449985654236,0,0,0,0,-1,1,2,1,1,4,1,0,1,1,3,3,7,7,7,7,6,7
1,1.64636480998359,NA,-1,0,0,0,99,8,1,1,3,0,0,0,0,NA,3,3,3,3,3,2,2
1,0.851837362108155,NA,NA,-5,-6,3,2,6,1,1,4,0,1,1,1,3,NA,2,8,5,10,5,2
1,0.457742394267978,0,1,-1,1,1,3,1,1,1,4,0,0,0,1,3,3,9,8,7,8,8,7
1,1.31970983327929,-1,1,NA,0,1,99,7,2,2,2,0,1,0,0,2,3,5,5,2,NA,5,4
1,0.997236604151688,0,0,-2,0,3,4,11,1,1,4,0,0,1,1,2,2,5,5,3,5,6,3
1,0.69509804222059,NA,NA,0,0,-1,3,1,1,1,3,1,1,1,1,NA,NA,2,2,2,2,7,8
1,0.700641468168285,0,0,0,-1,2,2,7,1,1,3,1,0,1,0,4,4,3,4,7,7,8,6
1,0.971888257846516,0,0,3,1,0,98,1,1,1,3,0,1,1,0,2,2,6,5,6,3,5,5
1,0.616111162750939,NA,NA,-2,1,-1,1,1,1,1,2,1,1,0,0,2,NA,4,3,3,5,5,6
0,1.28184797342683,-1,0,NA,NA,NA,99,99,0,0,2,1,0,0,0,2,3,NA,NA,NA,NA,NA,NA
1,1.39743419002022,-2,1,0,0,-2,1,5,1,1,3,0,1,1,0,1,3,4,4,5,5,4,6
1,0.788944391992155,NA,NA,-6,-5,NA,1,1,1,1,2,1,0,1,1,NA,NA,1,6,2,8,6,NA
1,1.07766563836665,NA,NA,0,NA,NA,2,4,1,0,3,0,1,1,0,3,NA,NA,NA,5,5,NA,5
1,0.720848334418066,NA,NA,NA,0,NA,2,1,1,1,4,0,1,1,1,NA,NA,3,3,NA,NA,6,NA
1,1.7194279511949,-2,-2,-4,-1,-4,4,10,1,1,3,0,1,0,1,2,4,4,5,1,5,2,6
1,0.95562251005664,-1,-1,-5,-1,1,1,1,1,1,4,0,1,1,1,2,3,5,6,2,7,6,5
1,0.820363315153916,NA,NA,-10,-10,1,1,1,1,1,3,0,0,0,1,1,NA,0,10,0,10,1,0
1,0.608497200537239,NA,NA,-3,-2,-1,5,1,1,1,3,1,0,1,1,NA,NA,3,5,3,6,5,6
1,1.03438301896762,NA,NA,-2,0,2,98,99,1,1,3,1,1,1,0,NA,NA,5,5,3,5,6,4
1,0.831411367979758,NA,NA,0,-1,2,1,3,1,1,2,1,0,0,0,3,NA,8,9,5,5,4,2
1,0.904384753505682,NA,NA,-3,-1,1,2,4,1,1,4,0,1,1,0,2,NA,6,7,4,7,4,3
1,1.21264811507646,-1,-1,-7,-4,-7,99,1,1,1,3,0,1,1,1,3,4,2,6,1,8,1,8
1,0.625518914831459,-3,0,-5,-5,0,2,9,1,1,4,1,0,1,1,1,4,0,5,0,5,2,2
1,0.996008745078087,NA,NA,NA,NA,NA,98,99,0,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1.25642852858422,-1,0,0,-2,3,2,6,1,1,3,0,0,1,0,2,3,5,7,5,5,5,2
1,1.54115111035693,NA,NA,NA,NA,NA,7,2,1,1,1,1,1,0,0,2,NA,5,NA,5,NA,5,NA
1,1.21215386947318,1,1,-1,-1,1,4,10,1,1,3,0,0,1,1,3,2,2,3,3,4,6,5
1,0.832976030446945,-1,-1,-2,0,-4,4,11,1,1,4,1,1,1,0,2,3,3,3,3,5,1,5
1,1.05976494118327,NA,NA,-9,0,-9,1,1,3,1,4,0,1,0,0,1,NA,1,1,1,10,1,10
1,0.718906178873,NA,NA,2,2,-2,98,1,1,1,4,1,1,1,0,1,NA,6,4,8,6,8,10
0,0.847292885392687,0,0,0,NA,-1,1,8,0,0,2,1,1,1,0,2,2,NA,3,3,3,3,4
